Temps	Canal A
(us)	(V)

-368.94760669	2.93710100
-368.78760669	2.93710100
-368.62760669	2.93710100
-368.46760669	2.93710100
-368.30760669	2.93710100
-368.14760669	2.93710100
-367.98760669	2.75826300
-367.82760669	2.75826300
-367.66760670	2.93710100
-367.50760670	2.75826300
-367.34760670	2.93710100
-367.18760670	2.93710100
-367.02760670	2.93710100
-366.86760670	2.93710100
-366.70760670	2.75826300
-366.54760670	2.93710100
-366.38760670	2.93710100
-366.22760670	2.93710100
-366.06760671	2.75826300
-365.90760671	2.93710100
-365.74760671	2.93710100
-365.58760671	2.93710100
-365.42760671	2.93710100
-365.26760671	2.93710100
-365.10760671	2.93710100
-364.94760671	2.93710100
-364.78760671	2.93710100
-364.62760671	2.93710100
-364.46760672	2.93710100
-364.30760672	2.93710100
-364.14760672	2.93710100
-363.98760672	2.75826300
-363.82760672	2.93710100
-363.66760672	2.93710100
-363.50760672	2.75826300
-363.34760672	2.93710100
-363.18760672	2.93710100
-363.02760672	2.93710100
-362.86760673	2.93710100
-362.70760673	2.75826300
-362.54760673	2.93710100
-362.38760673	2.93710100
-362.22760673	2.93710100
-362.06760673	2.93710100
-361.90760673	2.75826300
-361.74760673	2.93710100
-361.58760673	2.93710100
-361.42760673	2.75826300
-361.26760673	2.75826300
-361.10760674	2.75826300
-360.94760674	2.75826300
-360.78760674	2.75826300
-360.62760674	2.75826300
-360.46760674	2.93710100
-360.30760674	2.75826300
-360.14760674	2.75826300
-359.98760674	2.75826300
-359.82760674	2.75826300
-359.66760674	2.75826300
-359.50760675	2.75826300
-359.34760675	2.75826300
-359.18760675	2.75826300
-359.02760675	2.75826300
-358.86760675	2.75826300
-358.70760675	2.75826300
-358.54760675	2.75826300
-358.38760675	2.57881400
-358.22760675	2.75826300
-358.06760675	2.75826300
-357.90760676	2.75826300
-357.74760676	2.75826300
-357.58760676	2.75826300
-357.42760676	2.75826300
-357.26760676	2.75826300
-357.10760676	2.75826300
-356.94760676	2.75826300
-356.78760676	2.75826300
-356.62760676	2.75826300
-356.46760676	2.75826300
-356.30760676	2.57881400
-356.14760677	2.75826300
-355.98760677	2.75826300
-355.82760677	2.75826300
-355.66760677	2.75826300
-355.50760677	2.57881400
-355.34760677	2.75826300
-355.18760677	2.75826300
-355.02760677	2.75826300
-354.86760677	2.57881400
-354.70760677	2.57881400
-354.54760678	2.75826300
-354.38760678	2.57881400
-354.22760678	2.57881400
-354.06760678	2.75826300
-353.90760678	2.75826300
-353.74760678	2.57881400
-353.58760678	2.57881400
-353.42760678	2.57881400
-353.26760678	2.57881400
-353.10760678	2.57881400
-352.94760679	2.57881400
-352.78760679	2.57881400
-352.62760679	2.57881400
-352.46760679	2.57881400
-352.30760679	2.57881400
-352.14760679	2.75826300
-351.98760679	2.57881400
-351.82760679	2.57881400
-351.66760679	2.57881400
-351.50760679	2.75826300
-351.34760680	2.57881400
-351.18760680	2.57881400
-351.02760680	2.57881400
-350.86760680	2.57881400
-350.70760680	2.57881400
-350.54760680	2.57881400
-350.38760680	2.57881400
-350.22760680	2.57881400
-350.06760680	2.57881400
-349.90760680	2.57881400
-349.74760680	2.57881400
-349.58760681	2.57881400
-349.42760681	2.57881400
-349.26760681	2.57881400
-349.10760681	-0.64455090
-348.94760681	-1.71941300
-348.78760681	-1.89886200
-348.62760681	-1.89886200
-348.46760681	-1.89886200
-348.30760681	-2.07770000
-348.14760681	-6.37714800
-347.98760682	-6.37714800
-347.82760682	-10.67660000
-347.66760682	-8.52687200
-347.50760682	-7.63084800
-347.34760682	-7.45201000
-347.18760682	-7.27256100
-347.02760682	-7.09372200
-346.86760682	-7.09372200
-346.70760682	-7.09372200
-346.54760682	-7.09372200
-346.38760683	-6.91427300
-346.22760683	-6.91427300
-346.06760683	-6.91427300
-345.90760683	-6.91427300
-345.74760683	-6.73543500
-345.58760683	-6.73543500
-345.42760683	-6.73543500
-345.26760683	-6.73543500
-345.10760683	-6.73543500
-344.94760683	-6.55598600
-344.78760683	-6.55598600
-344.62760684	-6.55598600
-344.46760684	-6.37714800
-344.30760684	-6.37714800
-344.14760684	-6.37714800
-343.98760684	-6.37714800
-343.82760684	-6.01886000
-343.66760684	-4.94399800
-343.50760684	-4.94399800
-343.34760684	-4.94399800
-343.18760684	-4.76516000
-343.02760685	-4.76516000
-342.86760685	-4.58571100
-342.70760685	-4.22742400
-342.54760685	-4.04858500
-342.38760685	-3.69029800
-342.22760685	-3.51084900
-342.06760685	-3.51084900
-341.90760685	-3.51084900
-341.74760685	-3.51084900
-341.58760685	-3.51084900
-341.42760686	-3.51084900
-341.26760686	-3.51084900
-341.10760686	-3.51084900
-340.94760686	-3.51084900
-340.78760686	-3.33201100
-340.62760686	-3.51084900
-340.46760686	-3.33201100
-340.30760686	-3.33201100
-340.14760686	-3.33201100
-339.98760686	-3.33201100
-339.82760687	-3.33201100
-339.66760687	-3.33201100
-339.50760687	-3.33201100
-339.34760687	-3.33201100
-339.18760687	-3.33201100
-339.02760687	-3.33201100
-338.86760687	-3.33201100
-338.70760687	-3.33201100
-338.54760687	-3.15256200
-338.38760687	-3.15256200
-338.22760687	-3.15256200
-338.06760688	-3.15256200
-337.90760688	-3.15256200
-337.74760688	-3.15256200
-337.58760688	-3.15256200
-337.42760688	-3.15256200
-337.26760688	-2.97372400
-337.10760688	-2.97372400
-336.94760688	-3.15256200
-336.78760688	-2.97372400
-336.62760688	-2.97372400
-336.46760689	-2.97372400
-336.30760689	-2.97372400
-336.14760689	-2.79427500
-335.98760689	-2.97372400
-335.82760689	-2.97372400
-335.66760689	-2.97372400
-335.50760689	-2.79427500
-335.34760689	-2.79427500
-335.18760689	-2.79427500
-335.02760689	-2.79427500
-334.86760690	-2.79427500
-334.70760690	-2.79427500
-334.54760690	-2.79427500
-334.38760690	-2.79427500
-334.22760690	-2.79427500
-334.06760690	-2.79427500
-333.90760690	-2.79427500
-333.74760690	-2.79427500
-333.58760690	-2.79427500
-333.42760690	-2.79427500
-333.26760690	-2.79427500
