Temps	Canal A
(ms)	(V)

-0.88065500	2.22052700
-0.88033500	2.22052700
-0.88001500	2.22052700
-0.87969500	2.22052700
-0.87937500	2.22052700
-0.87905500	2.22052700
-0.87873500	2.04168800
-0.87841500	2.22052700
-0.87809500	2.04168800
-0.87777500	2.04168800
-0.87745500	2.04168800
-0.87713500	2.04168800
-0.87681500	2.04168800
-0.87649500	2.04168800
-0.87617500	2.04168800
-0.87585500	2.04168800
-0.87553500	2.04168800
-0.87521500	2.04168800
-0.87489500	2.04168800
-0.87457500	2.04168800
-0.87425500	1.86223900
-0.87393500	2.04168800
-0.87361500	1.86223900
-0.87329500	1.86223900
-0.87297500	1.86223900
-0.87265500	1.86223900
-0.87233500	1.86223900
-0.87201500	1.86223900
-0.87169500	1.86223900
-0.87137500	1.86223900
-0.87105500	1.86223900
-0.87073500	1.86223900
-0.87041500	1.86223900
-0.87009500	1.86223900
-0.86977500	1.86223900
-0.86945500	1.86223900
-0.86913500	1.86223900
-0.86881500	1.86223900
-0.86849500	1.68340100
-0.86817500	1.68340100
-0.86785500	1.86223900
-0.86753500	1.86223900
-0.86721500	1.86223900
-0.86689500	1.68340100
-0.86657500	1.86223900
-0.86625500	1.68340100
-0.86593500	1.68340100
-0.86561500	1.68340100
-0.86529500	1.68340100
-0.86497500	1.68340100
-0.86465500	1.68340100
-0.86433500	1.68340100
-0.86401500	1.68340100
-0.86369500	1.68340100
-0.86337500	1.68340100
-0.86305500	1.68340100
-0.86273500	1.68340100
-0.86241500	1.68340100
-0.86209500	1.50395200
-0.86177500	1.68340100
-0.86145500	1.50395200
-0.86113500	1.68340100
-0.86081500	1.68340100
-0.86049500	1.68340100
-0.86017500	1.68340100
-0.85985500	1.50395200
-0.85953500	1.68340100
-0.85921500	1.50395200
-0.85889500	1.50395200
-0.85857500	1.50395200
-0.85825500	1.50395200
-0.85793500	1.50395200
-0.85761500	1.50395200
-0.85729500	1.68340100
-0.85697500	1.50395200
-0.85665500	1.50395200
-0.85633500	1.50395200
-0.85601500	1.50395200
-0.85569500	1.50395200
-0.85537500	1.50395200
-0.85505500	1.50395200
-0.85473500	1.50395200
-0.85441500	1.50395200
-0.85409500	1.50395200
-0.85377500	1.50395200
-0.85345500	1.50395200
-0.85313500	1.50395200
-0.85281500	1.50395200
-0.85249500	1.50395200
-0.85217500	1.50395200
-0.85185500	1.50395200
-0.85153500	1.50395200
-0.85121500	1.50395200
-0.85089500	1.32511400
-0.85057500	1.32511400
-0.85025500	1.50395200
-0.84993500	1.14566500
-0.84961500	1.32511400
-0.84929500	1.32511400
-0.84897500	1.32511400
-0.84865500	1.14566500
-0.84833500	1.14566500
-0.84801500	1.14566500
-0.84769500	1.14566500
-0.84737500	1.32511400
-0.84705500	1.14566500
-0.84673500	0.96682640
-0.84641500	1.14566500
-0.84609500	1.14566500
-0.84577500	1.14566500
-0.84545500	0.96682640
-0.84513500	1.14566500
-0.84481500	0.96682640
-0.84449500	0.96682640
-0.84417500	0.96682640
-0.84385500	0.96682640
-0.84353500	0.96682640
-0.84321500	0.96682640
-0.84289500	0.96682640
-0.84257500	0.96682640
-0.84225500	0.96682640
-0.84193500	0.96682640
-0.84161500	0.96682640
-0.84129500	0.96682640
-0.84097500	0.96682640
-0.84065500	0.96682640
-0.84033500	0.96682640
-0.84001500	0.96682640
-0.83969500	0.96682640
-0.83937500	0.78737750
-0.83905500	0.96682640
-0.83873500	0.78737750
-0.83841500	0.78737750
-0.83809500	0.78737750
-0.83777500	0.78737750
-0.83745500	0.78737750
-0.83713500	0.96682640
-0.83681500	0.78737750
-0.83649500	0.78737750
-0.83617500	0.78737750
-0.83585500	0.78737750
-0.83553500	0.78737750
-0.83521500	0.60853910
-0.83489500	0.78737750
-0.83457500	0.78737750
-0.83425500	0.78737750
-0.83393500	0.60853910
-0.83361500	0.60853910
-0.83329500	0.78737750
-0.83297500	0.60853910
-0.83265500	0.60853910
-0.83233500	0.60853910
-0.83201500	0.60853910
-0.83169500	0.60853910
-0.83137500	0.60853910
-0.83105500	0.60853910
-0.83073500	0.60853910
-0.83041500	0.60853910
-0.83009500	0.60853910
-0.82977500	0.42970060
-0.82945500	0.42970060
-0.82913500	0.42970060
-0.82881500	0.42970060
-0.82849500	0.42970060
-0.82817500	0.42970060
-0.82785500	0.42970060
-0.82753500	0.42970060
-0.82721500	0.25086220
-0.82689500	0.25086220
-0.82657500	0.25086220
-0.82625500	0.25086220
-0.82593500	0.25086220
-0.82561500	0.25086220
-0.82529500	0.25086220
-0.82497500	0.25086220
-0.82465500	0.25086220
-0.82433500	0.25086220
-0.82401500	-5.83941200
-0.82369500	-4.22742400
-0.82337500	-4.40687300
-0.82305500	-4.40687300
-0.82273500	-7.09372200
-0.82241500	-14.08002000
-0.82209500	-8.70571000
-0.82177500	-9.42228500
-0.82145500	-9.42228500
-0.82113500	-9.60173300
-0.82081500	-9.42228500
-0.82049500	-9.42228500
-0.82017500	-9.24344600
-0.81985500	-9.24344600
-0.81953500	-9.24344600
-0.81921500	-9.06399700
-0.81889500	-9.06399700
-0.81857500	-8.88515900
-0.81825500	-8.70571000
-0.81793500	-8.34742300
-0.81761500	-7.45201000
-0.81729500	-7.27256100
-0.81697500	-7.09372200
-0.81665500	-6.37714800
-0.81633500	-6.01886000
-0.81601500	-6.01886000
-0.81569500	-6.01886000
-0.81537500	-6.01886000
-0.81505500	-5.83941200
-0.81473500	-5.83941200
-0.81441500	-5.66057300
-0.81409500	-5.66057300
-0.81377500	-5.66057300
-0.81345500	-5.66057300
-0.81313500	-5.66057300
-0.81281500	-5.66057300
-0.81249500	-5.66057300
-0.81217500	-5.66057300
-0.81185500	-5.48112400
-0.81153500	-5.48112400
-0.81121500	-5.48112400
-0.81089500	-5.48112400
-0.81057500	-5.48112400
-0.81025500	-5.30228600
-0.80993500	-5.48112400
-0.80961500	-5.48112400
-0.80929500	-5.30228600
-0.80897500	-5.30228600
-0.80865500	-5.30228600
-0.80833500	-5.30228600
-0.80801500	-5.12344700
-0.80769500	-5.12344700
-0.80737500	-5.12344700
-0.80705500	-5.12344700
-0.80673500	-5.12344700
-0.80641500	-4.94399800
-0.80609500	-4.94399800
-0.80577500	-4.94399800
-0.80545500	-4.94399800
-0.80513500	-4.94399800
-0.80481500	-4.76516000
-0.80449500	-4.76516000
-0.80417500	-4.76516000
-0.80385500	-4.76516000
-0.80353500	-4.76516000
-0.80321500	-4.76516000
-0.80289500	-4.58571100
-0.80257500	-4.58571100
-0.80225500	-4.58571100
-0.80193500	-4.58571100
-0.80161500	-4.40687300
-0.80129500	-4.40687300
-0.80097500	-4.22742400
-0.80065500	-4.40687300
-0.80033500	-4.58571100
-0.80001500	-4.22742400
-0.79969500	-4.22742400
-0.79937500	-4.22742400
-0.79905500	-4.22742400
-0.79873500	-4.22742400
-0.79841500	-4.22742400
-0.79809500	-4.22742400
-0.79777500	-4.22742400
-0.79745500	-4.22742400
-0.79713500	-4.04858500
-0.79681500	-4.04858500
-0.79649500	-4.04858500
-0.79617500	-4.04858500
-0.79585500	-4.04858500
-0.79553500	-4.04858500
-0.79521500	-4.04858500
-0.79489500	-4.04858500
-0.79457500	-3.86913700
-0.79425500	-3.86913700
-0.79393500	-3.86913700
-0.79361500	-3.86913700
-0.79329500	-3.86913700
-0.79297500	-3.69029800
-0.79265500	-3.86913700
-0.79233500	-3.69029800
-0.79201500	-3.69029800
-0.79169500	-3.69029800
-0.79137500	-3.69029800
-0.79105500	-3.69029800
-0.79073500	-3.69029800
-0.79041500	-3.51084900
-0.79009500	-3.51084900
-0.78977500	-3.51084900
-0.78945500	-3.51084900
-0.78913500	-3.51084900
-0.78881500	-3.51084900
-0.78849500	-3.51084900
-0.78817500	-3.51084900
-0.78785500	-3.33201100
-0.78753500	-3.33201100
-0.78721500	-3.33201100
-0.78689500	-3.33201100
-0.78657500	-3.33201100
-0.78625500	-3.33201100
-0.78593500	-3.33201100
-0.78561500	-3.33201100
-0.78529500	-3.33201100
-0.78497500	-3.33201100
-0.78465500	-3.15256200
-0.78433500	-3.15256200
-0.78401500	-3.15256200
-0.78369500	-3.15256200
-0.78337500	-3.15256200
-0.78305500	-3.15256200
-0.78273500	-3.15256200
-0.78241500	-2.97372400
-0.78209500	-3.15256200
-0.78177500	-3.15256200
-0.78145500	-3.15256200
-0.78113500	-3.15256200
-0.78081500	-2.97372400
-0.78049500	-2.97372400
-0.78017500	-2.97372400
-0.77985500	-2.97372400
-0.77953500	-2.97372400
-0.77921500	-2.79427500
-0.77889500	-2.97372400
-0.77857500	-2.79427500
-0.77825500	-2.79427500
-0.77793500	-2.79427500
-0.77761500	-2.79427500
-0.77729500	-2.79427500
-0.77697500	-2.79427500
-0.77665500	-2.79427500
-0.77633500	-2.79427500
-0.77601500	-2.79427500
-0.77569500	-2.79427500
-0.77537500	-2.79427500
-0.77505500	-2.79427500
-0.77473500	-2.79427500
-0.77441500	-2.61543600
-0.77409500	-2.61543600
-0.77377500	-2.79427500
-0.77345500	-2.61543600
-0.77313500	-2.61543600
-0.77281500	-2.61543600
-0.77249500	-2.61543600
-0.77217500	-2.61543600
-0.77185500	-2.61543600
-0.77153500	-2.61543600
-0.77121500	-2.61543600
-0.77089500	-2.61543600
-0.77057500	-2.61543600
-0.77025500	-2.61543600
-0.76993500	-2.43598700
-0.76961500	-2.43598700
-0.76929500	-2.43598700
-0.76897500	-2.43598700
-0.76865500	-2.43598700
-0.76833500	-2.43598700
-0.76801500	-2.43598700
-0.76769500	-2.43598700
-0.76737500	-2.43598700
-0.76705500	-2.43598700
-0.76673500	-2.43598700
-0.76641500	-2.43598700
-0.76609500	-2.43598700
-0.76577500	-2.43598700
-0.76545500	-2.43598700
-0.76513500	-2.43598700
-0.76481500	-2.25714900
-0.76449500	-2.25714900
-0.76417500	-2.25714900
-0.76385500	-2.25714900
-0.76353500	-2.25714900
-0.76321500	-2.25714900
-0.76289500	-2.25714900
-0.76257500	-2.25714900
-0.76225500	-2.25714900
-0.76193500	-2.25714900
-0.76161500	-2.25714900
-0.76129500	-2.25714900
-0.76097500	-2.25714900
-0.76065500	-2.25714900
-0.76033500	-2.25714900
-0.76001500	-2.25714900
-0.75969500	-2.25714900
-0.75937500	-2.25714900
-0.75905500	-2.25714900
-0.75873500	-2.25714900
-0.75841500	-2.07770000
-0.75809500	-2.25714900
-0.75777500	-2.07770000
-0.75745500	-2.07770000
-0.75713500	-2.07770000
-0.75681500	-2.07770000
-0.75649500	-2.07770000
-0.75617500	-2.07770000
-0.75585500	-2.07770000
-0.75553500	-2.07770000
-0.75521500	-2.07770000
-0.75489500	-2.07770000
-0.75457500	-2.07770000
-0.75425500	-1.89886200
-0.75393500	-1.89886200
-0.75361500	-1.89886200
-0.75329500	-2.07770000
-0.75297500	-1.89886200
-0.75265500	-1.89886200
-0.75233500	-1.89886200
-0.75201500	-1.89886200
-0.75169500	-1.89886200
-0.75137500	-1.89886200
-0.75105500	-1.89886200
-0.75073500	-1.89886200
-0.75041500	-1.89886200
-0.75009500	-1.89886200
-0.74977500	-1.89886200
-0.74945500	-1.89886200
-0.74913500	-1.89886200
-0.74881500	-1.89886200
-0.74849500	-1.89886200
-0.74817500	-1.89886200
-0.74785500	-1.89886200
-0.74753500	-1.89886200
-0.74721500	-1.89886200
-0.74689500	-1.89886200
-0.74657500	-1.89886200
-0.74625500	-1.71941300
-0.74593500	-1.71941300
-0.74561500	-1.89886200
-0.74529500	-1.71941300
-0.74497500	-1.71941300
-0.74465500	-1.71941300
-0.74433500	-1.71941300
-0.74401500	-1.71941300
-0.74369500	-1.71941300
-0.74337500	-1.71941300
-0.74305500	-1.71941300
-0.74273500	-1.71941300
-0.74241500	-1.71941300
-0.74209500	-1.71941300
-0.74177500	-1.71941300
-0.74145500	-1.54057400
-0.74113500	-1.54057400
-0.74081500	-1.71941300
-0.74049500	-1.71941300
-0.74017500	-1.54057400
-0.73985500	-1.54057400
-0.73953500	-1.54057400
-0.73921500	-1.54057400
-0.73889500	-1.54057400
-0.73857500	-1.54057400
-0.73825500	-1.54057400
-0.73793500	-1.54057400
-0.73761500	-1.54057400
-0.73729500	-1.54057400
-0.73697500	-1.54057400
-0.73665500	-1.36112500
-0.73633500	-1.54057400
-0.73601500	-1.54057400
-0.73569500	-1.71941300
-0.73537500	-1.54057400
-0.73505500	-1.54057400
-0.73473500	-1.54057400
-0.73441500	-1.54057400
-0.73409500	-1.54057400
-0.73377500	-1.54057400
-0.73345500	-1.36112500
-0.73313500	-1.36112500
-0.73281500	-1.36112500
-0.73249500	-1.36112500
-0.73217500	-1.36112500
-0.73185500	-1.36112500
-0.73153500	-1.36112500
-0.73121500	-1.36112500
-0.73089500	-1.36112500
-0.73057500	-1.36112500
-0.73025500	-1.36112500
-0.72993500	-1.18228700
-0.72961500	-1.36112500
-0.72929500	-1.36112500
-0.72897500	-1.36112500
-0.72865500	-1.36112500
-0.72833500	-1.36112500
-0.72801500	-1.18228700
-0.72769500	-1.18228700
-0.72737500	-1.18228700
-0.72705500	-1.18228700
-0.72673500	-1.18228700
-0.72641500	-1.18228700
-0.72609500	-1.18228700
-0.72577500	-1.18228700
-0.72545500	-1.18228700
-0.72513500	-1.18228700
-0.72481500	-1.18228700
-0.72449500	-1.18228700
-0.72417500	-1.18228700
-0.72385500	-1.00283800
-0.72353500	-1.00283800
-0.72321500	-1.18228700
-0.72289500	-1.18228700
-0.72257500	-1.00283800
-0.72225500	-1.00283800
-0.72193500	-1.00283800
-0.72161500	-1.00283800
-0.72129500	-1.00283800
-0.72097500	-1.00283800
-0.72065500	-1.00283800
-0.72033500	-0.82399980
-0.72001500	-1.00283800
-0.71969500	-1.00283800
-0.71937500	-1.00283800
-0.71905500	-0.82399980
-0.71873500	-0.82399980
-0.71841500	-0.82399980
-0.71809500	-0.82399980
-0.71777500	-0.82399980
-0.71745500	-0.82399980
-0.71713500	-0.82399980
-0.71681500	-0.82399980
-0.71649500	-0.82399980
-0.71617500	-0.82399980
-0.71585500	-0.82399980
-0.71553500	-0.82399980
-0.71521500	-0.64455090
-0.71489500	-0.82399980
-0.71457500	-0.64455090
-0.71425500	-0.64455090
-0.71393500	-0.64455090
-0.71361500	-0.64455090
-0.71329500	-0.64455090
-0.71297500	-0.64455090
-0.71265500	-0.64455090
-0.71233500	-0.64455090
-0.71201500	-0.64455090
-0.71169500	-0.64455090
-0.71137500	-0.64455090
-0.71105500	-0.64455090
-0.71073500	-0.64455090
-0.71041500	-0.64455090
-0.71009500	-0.64455090
-0.70977500	-0.64455090
-0.70945500	-0.64455090
-0.70913500	-0.64455090
-0.70881500	2.39997600
-0.70849500	4.90798700
-0.70817500	7.41538800
-0.70785500	11.71484000
-0.70753500	10.10285000
-0.70721500	9.56511100
-0.70689500	9.56511100
-0.70657500	9.38627200
-0.70625500	9.38627200
-0.70593500	9.38627200
-0.70561500	9.20682400
-0.70529500	9.02798600
-0.70497500	9.02798600
-0.70465500	8.84853600
-0.70433500	8.84853600
-0.70401500	8.66969800
-0.70369500	8.66969800
-0.70337500	7.41538800
-0.70305500	7.23654900
-0.70273500	7.23654900
-0.70241500	6.69881300
-0.70209500	6.16168700
-0.70177500	5.80340000
-0.70145500	5.80340000
-0.70113500	5.80340000
-0.70081500	5.80340000
-0.70049500	5.80340000
-0.70017500	5.62456100
-0.69985500	5.62456100
-0.69953500	5.44511200
-0.69921500	5.44511200
-0.69889500	5.44511200
-0.69857500	5.44511200
-0.69825500	5.44511200
-0.69793500	5.26627400
-0.69761500	5.26627400
-0.69729500	5.26627400
-0.69697500	5.26627400
-0.69665500	5.26627400
-0.69633500	5.08682500
-0.69601500	5.08682500
-0.69569500	5.08682500
-0.69537500	5.08682500
-0.69505500	5.08682500
-0.69473500	4.90798700
-0.69441500	4.90798700
-0.69409500	4.90798700
-0.69377500	4.90798700
-0.69345500	4.90798700
-0.69313500	4.72853800
-0.69281500	4.72853800
-0.69249500	4.72853800
-0.69217500	4.72853800
-0.69185500	4.54969900
-0.69153500	4.54969900
-0.69121500	4.54969900
-0.69089500	4.54969900
-0.69057500	4.37025100
-0.69025500	4.54969900
-0.68993500	4.37025100
-0.68961500	4.37025100
-0.68929500	4.37025100
-0.68897500	4.37025100
-0.68865500	4.37025100
-0.68833500	4.37025100
-0.68801500	4.37025100
-0.68769500	4.37025100
-0.68737500	4.19141200
-0.68705500	4.19141200
-0.68673500	4.19141200
-0.68641500	4.19141200
-0.68609500	4.19141200
-0.68577500	4.01196300
-0.68545500	4.01196300
-0.68513500	4.01196300
-0.68481500	4.01196300
-0.68449500	4.01196300
-0.68417500	3.83312500
-0.68385500	3.83312500
-0.68353500	3.83312500
-0.68321500	3.83312500
-0.68289500	3.83312500
-0.68257500	3.83312500
-0.68225500	3.83312500
-0.68193500	3.65367600
-0.68161500	3.83312500
-0.68129500	3.65367600
-0.68097500	3.65367600
-0.68065500	3.65367600
-0.68033500	3.65367600
-0.68001500	3.65367600
-0.67969500	3.47483800
-0.67937500	3.65367600
-0.67905500	3.47483800
-0.67873500	3.47483800
-0.67841500	3.47483800
-0.67809500	3.47483800
-0.67777500	3.47483800
-0.67745500	3.47483800
-0.67713500	3.29538900
-0.67681500	3.29538900
-0.67649500	3.29538900
-0.67617500	3.29538900
-0.67585500	3.29538900
-0.67553500	3.29538900
-0.67521500	3.29538900
-0.67489500	3.29538900
-0.67457500	3.11655000
-0.67425500	3.29538900
-0.67393500	3.29538900
-0.67361500	3.11655000
-0.67329500	3.11655000
-0.67297500	3.11655000
-0.67265500	3.11655000
-0.67233500	3.11655000
-0.67201500	2.93710100
-0.67169500	2.93710100
